,0,1,2,3,4,5,6,7,8,9
loss,1.9656991341211956,1.279392076074968,0.9893997694976412,0.8074638661744549,0.6730156956528482,0.5911526759507112,0.5288447938740581,0.48051293335782896,0.45374245639562044,0.41951810507571047
accuracy,0.5162176489830017,0.6592989563941956,0.7129217982292175,0.7598744630813599,0.7865550518035889,0.8032958507537842,0.8081349730491638,0.8206905722618103,0.8252680897712708,0.8325921893119812
val_loss,1.6726347531758412,1.8312311994007293,2.049033516846382,2.117894709790642,2.531946795132928,2.5797334348677574,2.8746887167917183,2.898532991767531,3.072147101947095,3.0747983653127022
val_accuracy,0.6347225904464722,0.6331298351287842,0.6373772025108337,0.6201221346855164,0.6142818927764893,0.6256968379020691,0.6299442648887634,0.633395254611969,0.6036633849143982,0.6039288640022278
